"","Offense","Description","Neighborhood","Precinct","UCRCode","Time","Month","Year","Date","Longitude","Latitude"
"17651","TFMV","Theft From Motr Vehc","MARSHALL TERRACE",2,7,"21:00:00","Dec","2015","2015-12-06",-93.268723,45.01453
"17652","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"00:01:00","Dec","2015","2015-12-06",-93.285858,44.959591
"17653","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"07:35:00","Dec","2015","2015-12-06",-93.281448,44.926159
"17654","BURGD","Burglary Of Dwelling","NORTHROP",3,6,"16:00:00","Dec","2015","2015-12-06",-93.259621,44.926102
"17655","BURGD","Burglary Of Dwelling","WAITE PARK",2,6,"02:00:00","Dec","2015","2015-12-06",-93.227966,45.0303
"17656","TFMV","Theft From Motr Vehc","KING FIELD",5,7,"00:00:00","Dec","2015","2015-12-06",-93.280243,44.931808
"17657","TFPER","Theft From Person","MIDTOWN PHILLIPS",3,7,"13:30:00","Dec","2015","2015-12-06",-93.261139,44.948502
"17658","SHOPLF","Shoplifting","LONGFELLOW",3,7,"17:53:00","Dec","2015","2015-12-06",-93.235672,44.951511
"17659","ROBPAG","Robbery Per Agg","TANGLETOWN",5,4,"17:40:00","Dec","2015","2015-12-06",-93.281471,44.918812
"17660","SHOPLF","Shoplifting","LONGFELLOW",3,7,"17:14:00","Dec","2015","2015-12-06",-93.235672,44.951511
"17661","AUTOTH","Motor Vehicle Theft","VENTURA VILLAGE",3,8,"17:44:00","Dec","2015","2015-12-06",-93.253304,44.960289
"17662","BIKETF","Bike Theft","COMO",2,7,"00:00:00","Dec","2015","2015-12-06",-93.230499,44.985222
"17663","BURGD","Burglary Of Dwelling","KENNY",5,6,"18:00:00","Dec","2015","2015-12-06",-93.302658,44.90073
"17664","BIKETF","Bike Theft","SEWARD",3,7,"20:00:00","Dec","2015","2015-12-06",-93.239807,44.962158
"17665","BIKETF","Bike Theft","LOGAN PARK",2,7,"22:00:00","Dec","2015","2015-12-06",-93.257347,45.002979
"17666","CSCR","Crim Sex Cond-rape","HIAWATHA",3,3,"02:00:00","Dec","2015","2015-12-06",-93.208023,44.925949
"17667","SHOPLF","Shoplifting","LONGFELLOW",3,7,"21:13:00","Dec","2015","2015-12-06",-93.236366,44.949348
"17668","TFMV","Theft From Motr Vehc","CORCORAN",3,7,"16:00:00","Dec","2015","2015-12-06",-93.241348,44.947651
"17669","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:00:00","Dec","2015","2015-12-06",-93.276093,44.97958
"17670","ROBPAG","Robbery Per Agg","HOWE",3,4,"23:27:00","Dec","2015","2015-12-07",-93.227623,44.940128
"17671","COINOP","Theft/coinop Device","STANDISH",3,7,"23:29:00","Dec","2015","2015-12-07",-93.246971,44.937531
"17672","BURGB","Burglary Of Business","HARRISON",4,6,"00:50:00","Dec","2015","2015-12-07",-93.294342,44.977901
"17673","DASLT2","2nd Deg Domes Aslt","NEAR - NORTH",4,5,"00:35:00","Dec","2015","2015-12-07",-93.298241,44.997108
"17674","THEFT","Other Theft","VENTURA VILLAGE",3,7,"07:30:00","Dec","2015","2015-12-07",-93.261276,44.96207
"17675","BURGD","Burglary Of Dwelling","STANDISH",3,6,"18:00:00","Dec","2015","2015-12-07",-93.245148,44.925919
"17676","THEFT","Other Theft","MARCY HOLMES",2,7,"23:00:00","Dec","2015","2015-12-07",-93.243507,44.991489
"17677","AUTOTH","Motor Vehicle Theft","JORDAN",4,8,"08:22:00","Dec","2015","2015-12-07",-93.301514,45.007641
"17678","THEFT","Other Theft","LONGFELLOW",3,7,"21:30:00","Dec","2015","2015-12-07",-93.236191,44.948311
"17679","SHOPLF","Shoplifting","EAST ISLES",5,7,"22:25:00","Dec","2015","2015-12-07",-93.300133,44.94883
"17680","TFMV","Theft From Motr Vehc","WENONAH",3,7,"12:30:00","Dec","2015","2015-12-07",-93.233948,44.903751
"17681","THEFT","Other Theft","DOWNTOWN WEST",1,7,"23:45:00","Dec","2015","2015-12-07",-93.271751,44.979408
"17682","AUTOTH","Motor Vehicle Theft","ST. ANTHONY EAST",2,8,"15:34:00","Dec","2015","2015-12-07",-93.250992,44.997028
"17683","TFMV","Theft From Motr Vehc","LOWRY HILL",5,7,"12:00:00","Dec","2015","2015-12-07",-93.29097,44.968761
"17684","TFMV","Theft From Motr Vehc","MINNEHAHA",3,7,"17:00:00","Dec","2015","2015-12-07",-93.204521,44.90781
"17685","TFPER","Theft From Person","SHERIDAN",2,7,"10:50:00","Dec","2015","2015-12-07",-93.266159,45.003071
"17686","TFMV","Theft From Motr Vehc","PROSPECT PARK - EAST RIVER ROAD",2,7,"00:30:00","Dec","2015","2015-12-07",-93.212677,44.96286
"17687","THEFT","Other Theft","NICOLLET ISLAND - EAST BANK",2,7,"12:00:00","Dec","2015","2015-12-07",-93.256264,44.98811
"17688","TFMV","Theft From Motr Vehc","MCKINLEY",4,7,"20:00:00","Dec","2015","2015-12-07",-93.289658,45.023361
"17689","BURGD","Burglary Of Dwelling","HIAWATHA",3,6,"23:00:00","Dec","2015","2015-12-07",-93.210571,44.924839
"17690","BURGD","Burglary Of Dwelling","HIAWATHA",3,6,"22:30:00","Dec","2015","2015-12-07",-93.212402,44.92495
"17691","THEFT","Other Theft","LYNDALE",5,7,"16:00:00","Dec","2015","2015-12-07",-93.279213,44.941971
"17692","TFMV","Theft From Motr Vehc","EAST PHILLIPS",3,7,"14:00:00","Dec","2015","2015-12-07",-93.242577,44.951962
"17693","THEFT","Other Theft","UNIVERSITY OF MINNESOTA",2,7,"10:45:00","Dec","2015","2015-12-07",-93.23452,44.980061
"17694","THEFT","Other Theft","WHITTIER",5,7,"11:30:00","Dec","2015","2015-12-07",-93.271477,44.962688
"17695","BURGD","Burglary Of Dwelling","EAST ISLES",5,6,"08:00:00","Dec","2015","2015-12-07",-93.299599,44.955292
"17696","ROBPAG","Robbery Per Agg","EAST PHILLIPS",3,4,"10:45:00","Dec","2015","2015-12-07",-93.248581,44.959141
"17697","CSCR","Crim Sex Cond-rape","JORDAN",4,3,"19:00:00","Dec","2015","2015-12-07",-93.298813,45.000271
"17698","DASTR","Domestic Assault/Strangulation","VENTURA VILLAGE",3,5,"03:45:00","Dec","2015","2015-12-07",-93.254982,44.964691
"17699","THEFT","Other Theft","VENTURA VILLAGE",3,7,"05:00:00","Dec","2015","2015-12-07",-93.259232,44.961441
"17700","THEFT","Other Theft","NEAR - NORTH",4,7,"12:00:00","Dec","2015","2015-12-07",-93.294533,44.998032
"17701","TFMV","Theft From Motr Vehc","ERICSSON",3,7,"22:00:00","Dec","2015","2015-12-07",-93.247047,44.924938
"17702","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"08:00:00","Dec","2015","2015-12-07",-93.273659,44.961731
"17703","BURGD","Burglary Of Dwelling","CLEVELAND",4,6,"12:00:00","Dec","2015","2015-12-07",-93.314972,45.020039
"17704","THEFT","Other Theft","DOWNTOWN WEST",1,7,"11:30:00","Dec","2015","2015-12-07",-93.273117,44.977619
"17705","TFMV","Theft From Motr Vehc","PHILLIPS WEST",3,7,"19:25:00","Dec","2015","2015-12-07",-93.265106,44.95911
"17706","TBLDG","Theft From Building","FOLWELL",4,7,"00:00:00","Dec","2015","2015-12-07",-93.296494,45.015739
"17707","THEFT","Other Theft","CENTRAL",3,7,"00:00:00","Dec","2015","2015-12-07",-93.269272,44.948219
"17708","ROBPAG","Robbery Per Agg","KING FIELD",5,4,"20:10:00","Dec","2015","2015-12-07",-93.275688,44.93322
"17709","TMVP","Theft-motr Veh Parts","SHERIDAN",2,7,"09:00:00","Dec","2015","2015-12-07",-93.263222,45.003208
"17710","THEFT","Other Theft","DOWNTOWN WEST",1,7,"11:03:00","Dec","2015","2015-12-07",-93.271568,44.976929
"17711","THEFT","Other Theft","DOWNTOWN WEST",1,7,"14:40:00","Dec","2015","2015-12-07",-93.273117,44.977619
"17712","THEFT","Other Theft","VICTORY",4,7,"08:00:00","Dec","2015","2015-12-07",-93.310539,45.025089
"17713","ASLT2","Asslt W/dngrs Weapon","WILLARD - HAY",4,5,"15:56:00","Dec","2015","2015-12-07",-93.308212,44.998772
"17714","THEFT","Other Theft","DIAMOND LAKE",3,7,"11:00:00","Dec","2015","2015-12-07",-93.262604,44.892281
"17715","THEFT","Other Theft","STANDISH",3,7,"01:30:00","Dec","2015","2015-12-07",-93.228638,44.93412
"17716","BURGD","Burglary Of Dwelling","STANDISH",3,6,"20:00:00","Dec","2015","2015-12-07",-93.238098,44.931419
"17717","BURGD","Burglary Of Dwelling","FULTON",5,6,"06:30:00","Dec","2015","2015-12-07",-93.319763,44.912182
"17718","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:00:00","Dec","2015","2015-12-07",-93.275017,44.974751
"17719","THEFT","Other Theft","DOWNTOWN WEST",1,7,"16:25:00","Dec","2015","2015-12-07",-93.275017,44.974751
"17720","TFMV","Theft From Motr Vehc","HAWTHORNE",4,7,"17:05:00","Dec","2015","2015-12-07",-93.293663,45.002819
"17721","SHOPLF","Shoplifting","NEAR - NORTH",4,7,"18:30:00","Dec","2015","2015-12-07",-93.2892,44.998249
"17722","ROBPAG","Robbery Per Agg","LORING PARK",1,4,"15:00:00","Dec","2015","2015-12-07",-93.279327,44.966381
"17723","BURGD","Burglary Of Dwelling","MARCY HOLMES",2,6,"17:00:00","Dec","2015","2015-12-07",-93.24585,44.9888
"17724","THEFT","Other Theft","WHITTIER",5,7,"02:15:00","Dec","2015","2015-12-07",-93.277763,44.949291
"17725","BURGD","Burglary Of Dwelling","BOTTINEAU",2,6,"15:20:00","Dec","2015","2015-12-07",-93.269089,45.01038
"17726","ROBPAG","Robbery Per Agg","MIDTOWN PHILLIPS",3,4,"19:16:00","Dec","2015","2015-12-07",-93.254631,44.952259
"17727","AUTOTH","Motor Vehicle Theft","LOWRY HILL EAST",5,8,"19:15:00","Dec","2015","2015-12-07",-93.294403,44.957329
"17728","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:00:00","Dec","2015","2015-12-07",-93.275887,44.97718
"17729","ASLT2","Asslt W/dngrs Weapon","ELLIOT PARK",1,5,"09:38:00","Dec","2015","2015-12-07",-93.265472,44.97311
"17730","THEFT","Other Theft","CEDAR RIVERSIDE",1,7,"18:00:00","Dec","2015","2015-12-07",-93.247063,44.969818
"17731","ROBPAG","Robbery Per Agg","MARSHALL TERRACE",2,4,"11:40:00","Dec","2015","2015-12-07",-93.269928,45.013821
"17732","THFTSW","Theft By Swindle","DOWNTOWN WEST",1,7,"00:00:00","Dec","2015","2015-12-07",-93.26503,44.982231
"17733","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:00:00","Dec","2015","2015-12-07",-93.276154,44.976631
"17734","ASLT2","Asslt W/dngrs Weapon","FOLWELL",4,5,"18:00:00","Dec","2015","2015-12-07",-93.293968,45.020599
"17735","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"15:00:00","Dec","2015","2015-12-08",-93.280861,44.951408
"17736","DASLT2","2nd Deg Domes Aslt","NEAR - NORTH",4,5,"22:45:00","Dec","2015","2015-12-08",-93.291473,44.995071
"17737","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"09:00:00","Dec","2015","2015-12-08",-93.287628,44.953999
"17738","BURGD","Burglary Of Dwelling","DOWNTOWN EAST",1,6,"23:05:00","Dec","2015","2015-12-08",-93.257507,44.979
"17739","THEFT","Other Theft","HAWTHORNE",4,7,"16:00:00","Dec","2015","2015-12-08",-93.287987,45.002579
"17740","THEFT","Other Theft","MARCY HOLMES",2,7,"16:00:00","Dec","2015","2015-12-08",-93.241173,44.987961
"17741","AUTOTH","Motor Vehicle Theft","LIND - BOHANON",4,8,"08:20:00","Dec","2015","2015-12-08",-93.296989,45.044182
"17742","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"22:00:00","Dec","2015","2015-12-08",-93.27887,44.923851
"17743","MURDR","Murder (general)","FOLWELL",4,1,"05:33:00","Dec","2015","2015-12-08",-93.295937,45.016918
"17744","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"18:30:00","Dec","2015","2015-12-08",-93.273689,44.980419
"17745","THEFT","Other Theft","HOLLAND",2,7,"23:00:00","Dec","2015","2015-12-08",-93.261749,45.013168
"17746","THEFT","Other Theft","LYNDALE",5,7,"06:50:00","Dec","2015","2015-12-08",-93.279213,44.941971
"17747","TFMV","Theft From Motr Vehc","LOWRY HILL EAST",5,7,"00:00:00","Dec","2015","2015-12-08",-93.290237,44.95573
"17748","BURGB","Burglary Of Business","BRYANT",3,6,"03:52:00","Dec","2015","2015-12-08",-93.271812,44.933949
"17749","BURGD","Burglary Of Dwelling","COLUMBIA PARK",2,6,"15:00:00","Dec","2015","2015-12-08",-93.254311,45.035412
"17750","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"23:59:00","Dec","2015","2015-12-08",-93.250809,44.938091
"17751","BURGD","Burglary Of Dwelling","JORDAN",4,6,"07:45:00","Dec","2015","2015-12-08",-93.304611,45.002178
"17752","THEFT","Other Theft","DOWNTOWN WEST",1,7,"01:30:00","Dec","2015","2015-12-08",-93.27243,44.981781
"17753","ROBPAG","Robbery Per Agg","WHITTIER",5,4,"10:00:00","Dec","2015","2015-12-08",-93.281853,44.948769
"17754","THEFT","Other Theft","LYNNHURST",5,7,"15:30:00","Dec","2015","2015-12-08",-93.296318,44.91576
"17755","THEFT","Other Theft","DOWNTOWN WEST",1,7,"09:00:00","Dec","2015","2015-12-08",-93.27697,44.97644
"17756","THEFT","Other Theft","DOWNTOWN WEST",1,7,"20:00:00","Dec","2015","2015-12-08",-93.27282,44.97887
"17757","BURGB","Burglary Of Business","NEAR - NORTH",4,6,"09:00:00","Dec","2015","2015-12-08",-93.296417,44.991379
"17758","AUTOTH","Motor Vehicle Theft","NORTHROP",3,8,"20:30:00","Dec","2015","2015-12-08",-93.252777,44.926262
"17759","ROBPER","Robbery Of Person","MIDTOWN PHILLIPS",3,4,"10:29:00","Dec","2015","2015-12-08",-93.25721,44.94965
"17760","THEFT","Other Theft","DOWNTOWN EAST",1,7,"19:30:00","Dec","2015","2015-12-08",-93.257881,44.979271
"17761","CSCR","Crim Sex Cond-rape","STEVENS SQUARE - LORING HEIGHTS",5,3,"22:00:00","Dec","2015","2015-12-08",-93.278893,44.965309
"17762","AUTOTH","Motor Vehicle Theft","WEBBER - CAMDEN",4,8,"08:00:00","Dec","2015","2015-12-08",-93.28611,45.024391
"17763","THEFT","Other Theft","DOWNTOWN WEST",1,7,"23:00:00","Dec","2015","2015-12-08",-93.2715,44.982368
"17764","TFMV","Theft From Motr Vehc","WHITTIER",5,7,"20:00:00","Dec","2015","2015-12-08",-93.287628,44.95475
"17765","BURGD","Burglary Of Dwelling","CORCORAN",3,6,"13:00:00","Dec","2015","2015-12-08",-93.243202,44.940079
"17766","THEFT","Other Theft","EAST PHILLIPS",3,7,"14:00:00","Dec","2015","2015-12-08",-93.245956,44.957512
"17767","SHOPLF","Shoplifting","POWDERHORN PARK",3,7,"13:22:00","Dec","2015","2015-12-08",-93.261658,44.948071
"17768","THEFT","Other Theft","KING FIELD",5,7,"03:05:00","Dec","2015","2015-12-08",-93.284729,44.935001
"17769","TFMV","Theft From Motr Vehc","LINDEN HILLS",5,7,"22:00:00","Dec","2015","2015-12-08",-93.322342,44.925282
"17770","SHOPLF","Shoplifting","LOWRY HILL EAST",5,7,"13:54:00","Dec","2015","2015-12-08",-93.293808,44.94957
"17771","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"20:30:00","Dec","2015","2015-12-08",-93.280861,44.951221
"17772","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"01:00:00","Dec","2015","2015-12-08",-93.279411,44.974789
"17773","TFMV","Theft From Motr Vehc","STANDISH",3,7,"00:00:00","Dec","2015","2015-12-08",-93.230492,44.932739
"17774","TFMV","Theft From Motr Vehc","LORING PARK",1,7,"16:00:00","Dec","2015","2015-12-08",-93.278229,44.97076
"17775","THEFT","Other Theft","WAITE PARK",2,7,"06:30:00","Dec","2015","2015-12-08",-93.23455,45.034389
"17776","AUTOTH","Motor Vehicle Theft","WINDOM PARK",2,8,"08:00:00","Dec","2015","2015-12-08",-93.247192,45.008011
"17777","TFMV","Theft From Motr Vehc","MIDTOWN PHILLIPS",3,7,"18:00:00","Dec","2015","2015-12-08",-93.261887,44.95892
"17778","THEFT","Other Theft","EAST ISLES",5,7,"00:30:00","Dec","2015","2015-12-08",-93.298279,44.949261
"17779","MVTHFT","Other Vehicle Theft","WEBBER - CAMDEN",4,8,"16:45:00","Dec","2015","2015-12-08",-93.297409,45.033821
"17780","ROBBIZ","Robbery Of Business","EAST HARRIET",5,4,"17:00:00","Dec","2015","2015-12-08",-93.289642,44.937561
"17781","TMVP","Theft-motr Veh Parts","NORTH LOOP",1,7,"02:30:00","Dec","2015","2015-12-08",-93.271599,44.987389
"17782","THEFT","Other Theft","VENTURA VILLAGE",3,7,"00:01:00","Dec","2015","2015-12-08",-93.262558,44.962711
"17783","THEFT","Other Theft","MINNEHAHA",3,7,"17:55:00","Dec","2015","2015-12-08",-93.222488,44.910561
"17784","BURGD","Burglary Of Dwelling","LIND - BOHANON",4,6,"06:00:00","Dec","2015","2015-12-08",-93.293648,45.04377
"17785","THEFT","Other Theft","BELTRAMI",2,7,"08:00:00","Dec","2015","2015-12-08",-93.241096,44.994961
"17786","BURGD","Burglary Of Dwelling","BANCROFT",3,6,"22:00:00","Dec","2015","2015-12-08",-93.255302,44.93005
"17787","ROBPAG","Robbery Per Agg","HAWTHORNE",4,4,"19:11:00","Dec","2015","2015-12-08",-93.287987,44.999142
"17788","THEFT","Other Theft","LYNDALE",5,7,"18:58:00","Dec","2015","2015-12-08",-93.288139,44.948502
"17789","THFTSW","Theft By Swindle","LYNNHURST",5,7,"17:16:00","Dec","2015","2015-12-08",-93.300652,44.914341
"17790","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"19:00:00","Dec","2015","2015-12-08",-93.272743,44.9818
"17791","BURGD","Burglary Of Dwelling","FOLWELL",4,6,"14:00:00","Dec","2015","2015-12-08",-93.293938,45.013802
"17792","THEFT","Other Theft","STEVENS SQUARE - LORING HEIGHTS",3,7,"00:00:00","Dec","2015","2015-12-07",-93.272118,44.965752
"17793","THEFT","Other Theft","LOWRY HILL EAST",5,7,"16:56:00","Dec","2015","2015-12-08",-93.293808,44.94957
"17794","TFMV","Theft From Motr Vehc","LOWRY HILL EAST",5,7,"18:45:00","Dec","2015","2015-12-08",-93.296959,44.951962
"17795","SHOPLF","Shoplifting","LONGFELLOW",3,7,"16:00:00","Dec","2015","2015-12-08",-93.236366,44.949348
"17796","THEFT","Other Theft","DOWNTOWN WEST",1,7,"23:11:00","Dec","2015","2015-12-08",-93.275017,44.974751
"17797","SHOPLF","Shoplifting","HIAWATHA",3,7,"23:40:00","Dec","2015","2015-12-09",-93.218407,44.920261
"17798","AUTOTH","Motor Vehicle Theft","EAST PHILLIPS",3,8,"01:45:00","Dec","2015","2015-12-09",-93.252457,44.953739
"17799","AUTOTH","Motor Vehicle Theft","MINNEHAHA",3,8,"21:30:00","Dec","2015","2015-12-09",-93.219963,44.906818
"17800","ROBPAG","Robbery Per Agg","CEDAR RIVERSIDE",1,4,"02:28:00","Dec","2015","2015-12-09",-93.250999,44.969189
"17801","AUTOTH","Motor Vehicle Theft","LYNDALE",5,8,"05:00:00","Dec","2015","2015-12-09",-93.284691,44.93919
"17802","TFMV","Theft From Motr Vehc","MINNEHAHA",3,7,"22:00:00","Dec","2015","2015-12-09",-93.210983,44.911171
"17803","THEFT","Other Theft","DOWNTOWN WEST",1,7,"18:00:00","Dec","2015","2015-12-09",-93.279411,44.974789
"17804","AUTOTH","Motor Vehicle Theft","NEAR - NORTH",4,8,"07:59:00","Dec","2015","2015-12-09",-93.301041,44.988731
"17805","TFMV","Theft From Motr Vehc","FULTON",5,7,"08:50:00","Dec","2015","2015-12-09",-93.31723,44.91729
"17806","TFMV","Theft From Motr Vehc","JORDAN",4,7,"07:00:00","Dec","2015","2015-12-09",-93.296402,44.999962
"17807","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"22:30:00","Dec","2015","2015-12-09",-93.254547,44.95792
"17808","TFMV","Theft From Motr Vehc","JORDAN",4,7,"04:00:00","Dec","2015","2015-12-09",-93.305313,45.006481
"17809","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"12:00:00","Dec","2015","2015-12-09",-93.253242,44.955711
"17810","THEFT","Other Theft","ST. ANTHONY EAST",2,7,"09:00:00","Dec","2015","2015-12-09",-93.248802,44.996368
"17811","THEFT","Other Theft","KENWOOD",5,7,"09:57:00","Dec","2015","2015-12-09",-93.309952,44.96056
"17812","THEFT","Other Theft","KING FIELD",5,7,"07:00:00","Dec","2015","2015-12-09",-93.284782,44.925709
"17813","BURGD","Burglary Of Dwelling","ERICSSON",3,6,"23:00:00","Dec","2015","2015-12-09",-93.229927,44.926071
"17814","TFPER","Theft From Person","LIND - BOHANON",4,7,"14:42:00","Dec","2015","2015-12-09",-93.290512,45.042461
"17815","THEFT","Other Theft","LOGAN PARK",2,7,"14:00:00","Dec","2015","2015-12-09",-93.253929,45.003189
"17816","THEFT","Other Theft","EAST PHILLIPS",3,7,"14:00:00","Dec","2015","2015-12-09",-93.249657,44.959278
"17817","TFMV","Theft From Motr Vehc","WILLARD - HAY",4,7,"11:30:00","Dec","2015","2015-12-09",-93.309402,44.991638
"17818","AUTOTH","Motor Vehicle Theft","JORDAN",4,8,"02:00:00","Dec","2015","2015-12-09",-93.300369,45.003639
"17819","BURGD","Burglary Of Dwelling","REGINA",3,6,"10:00:00","Dec","2015","2015-12-09",-93.2724,44.923031
"17820","THEFT","Other Theft","WHITTIER",5,7,"13:30:00","Dec","2015","2015-12-09",-93.287132,44.953331
"17821","THEFT","Other Theft","DOWNTOWN WEST",1,7,"08:00:00","Dec","2015","2015-12-09",-93.270462,44.974041
"17822","THEFT","Other Theft","MORRIS PARK",3,7,"00:00:00","Dec","2015","2015-12-09",-93.208588,44.897011
"17823","THEFT","Other Theft","NORTH LOOP",1,7,"15:30:00","Dec","2015","2015-12-09",-93.277458,44.98753
"17824","THEFT","Other Theft","DOWNTOWN WEST",1,7,"12:00:00","Dec","2015","2015-12-09",-93.266243,44.976299
"17825","THFTSW","Theft By Swindle","HAWTHORNE",4,7,"00:00:00","Dec","2015","2015-12-09",-93.285988,45.00565
"17826","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"12:00:00","Dec","2015","2015-12-09",-93.286079,44.923611
"17827","THEFT","Other Theft","MARCY HOLMES",2,7,"06:11:00","Dec","2015","2015-12-09",-93.251381,44.982979
"17828","TFMV","Theft From Motr Vehc","SHERIDAN",2,7,"17:30:00","Dec","2015","2015-12-09",-93.260429,45.00034
"17829","THEFT","Other Theft","CORCORAN",3,7,"14:00:00","Dec","2015","2015-12-09",-93.239418,44.945831
"17830","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"02:00:00","Dec","2015","2015-12-09",-93.271339,44.98045
"17831","ASLT2","Asslt W/dngrs Weapon","WILLARD - HAY",4,5,"15:48:00","Dec","2015","2015-12-09",-93.301949,44.991489
"17832","THEFT","Other Theft","DOWNTOWN WEST",1,7,"22:00:00","Dec","2015","2015-12-09",-93.27179,44.974442
"17833","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"20:30:00","Dec","2015","2015-12-09",-93.261009,44.946911
"17834","THEFT","Other Theft","KING FIELD",5,7,"19:00:00","Dec","2015","2015-12-09",-93.276253,44.931011
"17835","THEFT","Other Theft","CARAG",5,7,"15:00:00","Dec","2015","2015-12-09",-93.289261,44.948502
"17836","BURGD","Burglary Of Dwelling","FOLWELL",4,6,"08:00:00","Dec","2015","2015-12-09",-93.299019,45.016399
"17837","THEFT","Other Theft","DOWNTOWN WEST",1,7,"23:00:00","Dec","2015","2015-12-09",-93.271339,44.98045
"17838","AUTOTH","Motor Vehicle Theft","VENTURA VILLAGE",3,8,"19:35:00","Dec","2015","2015-12-09",-93.260147,44.961189
"17839","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"19:40:00","Dec","2015","2015-12-09",-93.272926,44.976681
"17840","THEFT","Other Theft","WHITTIER",5,7,"08:00:00","Dec","2015","2015-12-09",-93.280197,44.948639
"17841","TFMV","Theft From Motr Vehc","DIAMOND LAKE",3,7,"23:00:00","Dec","2015","2015-12-09",-93.266098,44.902061
"17842","AUTOTH","Motor Vehicle Theft","WILLARD - HAY",4,8,"07:00:00","Dec","2015","2015-12-09",-93.311058,44.984531
"17843","THEFT","Other Theft","LOWRY HILL EAST",5,7,"18:05:00","Dec","2015","2015-12-09",-93.293808,44.94957
"17844","BURGD","Burglary Of Dwelling","LIND - BOHANON",4,6,"00:01:00","Dec","2015","2015-12-09",-93.297546,45.050671
"17845","TFPER","Theft From Person","POWDERHORN PARK",3,7,"16:00:00","Dec","2015","2015-12-09",-93.257591,44.948372
"17846","BURGD","Burglary Of Dwelling","STANDISH",3,6,"19:00:00","Dec","2015","2015-12-09",-93.235573,44.937351
"17847","ROBPAG","Robbery Per Agg","NORTH LOOP",1,4,"22:40:00","Dec","2015","2015-12-09",-93.284088,44.987808
"17848","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"16:54:00","Dec","2015","2015-12-09",-93.275017,44.974751
"17849","BURGD","Burglary Of Dwelling","STANDISH",3,6,"18:25:00","Dec","2015","2015-12-09",-93.235023,44.93681
"17850","ASLT4","Aslt-police/emerg P","DOWNTOWN WEST",1,5,"21:21:00","Dec","2015","2015-12-10",-93.272568,44.97958
"17851","BURGD","Burglary Of Dwelling","STANDISH",3,6,"00:00:00","Dec","2015","2015-12-10",-93.235573,44.93626
"17852","BURGD","Burglary Of Dwelling","WINDOM",5,6,"07:00:00","Dec","2015","2015-12-10",-93.285378,44.898129
"17853","DASLT2","2nd Deg Domes Aslt","WENONAH",3,5,"21:40:00","Dec","2015","2015-12-10",-93.22625,44.89904
"17854","ASLT2","Asslt W/dngrs Weapon","MIDTOWN PHILLIPS",3,5,"00:08:00","Dec","2015","2015-12-10",-93.259727,44.951519
"17855","DASLT2","2nd Deg Domes Aslt","MARCY HOLMES",2,5,"00:00:00","Dec","2015","2015-12-10",-93.246178,44.983501
"17856","ASLT3","Aslt-sgnfcnt Bdly Hm","DOWNTOWN WEST",1,5,"00:30:00","Dec","2015","2015-12-10",-93.274788,44.977982
"17857","ROBPAG","Robbery Per Agg","FOLWELL",4,4,"21:15:00","Dec","2015","2015-12-10",-93.302818,45.021111
"17858","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"16:00:00","Dec","2015","2015-12-10",-93.254143,44.947941
"17859","ROBPER","Robbery Of Person","LORING PARK",1,4,"01:30:00","Dec","2015","2015-12-10",-93.279327,44.969872
"17860","BURGD","Burglary Of Dwelling","HOLLAND",2,6,"21:00:00","Dec","2015","2015-12-10",-93.255318,45.015881
"17861","TFPER","Theft From Person","MIDTOWN PHILLIPS",3,7,"07:51:00","Dec","2015","2015-12-10",-93.261093,44.959122
"17862","ASLT3","Aslt-sgnfcnt Bdly Hm","HAWTHORNE",4,5,"18:50:00","Dec","2015","2015-12-10",-93.289284,45.013119
"17863","TFMV","Theft From Motr Vehc","MARSHALL TERRACE",2,7,"00:30:00","Dec","2015","2015-12-10",-93.270332,45.016251
"17864","TFMV","Theft From Motr Vehc","LIND - BOHANON",4,7,"02:50:00","Dec","2015","2015-12-10",-93.290451,45.03595
"17865","THEFT","Other Theft","WHITTIER",5,7,"13:27:00","Dec","2015","2015-12-10",-93.283371,44.956371
